name,threads,n,duration
openMP-pi,64,128,0.017077
mpi-pi,64,128,0.00994358
mpi-pi++,64,128,0.0130663
cpp11-pi,64,256,0.017813
openMP-pi,64,256,0.021047
mpi-pi,64,256,0.01954868
mpi-pi++,64,256,0.0184085
cpp11-pi,64,512,0.037359
openMP-pi,64,512,0.033297
mpi-pi,64,512,0.03629865
mpi-pi++,64,512,0.0372873
cpp11-pi,64,1024,0.069067
openMP-pi,64,1024,0.059505
mpi-pi,64,1024,0.07201938
mpi-pi++,64,1024,0.0659572
cpp11-pi,64,2048,0.106225
openMP-pi,64,2048,0.111529
mpi-pi,64,2048,0.11777833
mpi-pi++,64,2048,0.121419
cpp11-pi,64,4096,0.225002
openMP-pi,64,4096,0.245726
mpi-pi,64,4096,0.19990102
mpi-pi++,64,4096,0.192999
cpp11-pi,64,8192,0.360961
openMP-pi,64,8192,0.359756
mpi-pi,64,8192,0.33189973
mpi-pi++,64,8192,0.405263
cpp11-pi,64,16384,0.697519
openMP-pi,64,16384,0.704652
mpi-pi,64,16384,0.73487849
mpi-pi++,64,16384,0.719848
cpp11-pi,64,1,0.003659
openMP-pi,64,1,0.008235
mpi-pi,64,1,0.00133400
mpi-pi++,64,1,0.000595264
cpp11-pi,64,2,0.003374
openMP-pi,64,2,0.011353
mpi-pi,64,2,0.00109331
mpi-pi++,64,2,0.00199679
cpp11-pi,64,4,0.003338
openMP-pi,64,4,0.009812
mpi-pi,64,4,0.00079031
mpi-pi++,64,4,0.00139843
cpp11-pi,64,8,0.003454
openMP-pi,64,8,0.011949
mpi-pi,64,8,0.00138339
mpi-pi++,64,8,0.00161108
cpp11-pi,64,16,0.003886
openMP-pi,64,16,0.012278
mpi-pi,64,16,0.00243462
mpi-pi++,64,16,0.00290514
cpp11-pi,64,32,0.005048
openMP-pi,64,32,0.008508
mpi-pi,64,32,0.00453118
mpi-pi++,64,32,0.00439061
cpp11-pi,64,64,0.006639
openMP-pi,64,64,0.012079
mpi-pi,64,64,0.00614774
mpi-pi++,64,64,0.00617112
cpp11-pi,64,128,0.010936
openMP-pi,64,128,0.013025
mpi-pi,64,128,0.00993510
mpi-pi++,64,128,0.0118364
cpp11-pi,64,256,0.018516
openMP-pi,64,256,0.023987
mpi-pi,64,256,0.01595012
mpi-pi++,64,256,0.0206193
cpp11-pi,64,512,0.03485
openMP-pi,64,512,0.040743
mpi-pi,64,512,0.03035427
mpi-pi++,64,512,0.0330639
cpp11-pi,64,1024,0.055517
openMP-pi,64,1024,0.064048
mpi-pi,64,1024,0.06887267
mpi-pi++,64,1024,0.0589135
cpp11-pi,64,2048,0.105413
openMP-pi,64,2048,0.124764
mpi-pi,64,2048,0.12385241
mpi-pi++,64,2048,0.129408
cpp11-pi,64,4096,0.253094
openMP-pi,64,4096,0.224559
mpi-pi,64,4096,0.20467627
mpi-pi++,64,4096,0.235645
cpp11-pi,64,8192,0.378559
openMP-pi,64,8192,0.362357
mpi-pi,64,8192,0.37697017
mpi-pi++,64,8192,0.427283
cpp11-pi,64,16384,0.756908
openMP-pi,64,16384,0.776896
mpi-pi,64,16384,0.69663567
mpi-pi++,64,16384,0.830465
cpp11-pi,64,1,0.003064
openMP-pi,64,1,0.013855
mpi-pi,64,1,0.00080704
mpi-pi++,64,1,0.00102431
cpp11-pi,64,2,0.002954
openMP-pi,64,2,0.011707
mpi-pi,64,2,0.00093908
mpi-pi++,64,2,0.00171092
cpp11-pi,64,4,0.002752
openMP-pi,64,4,0.009748
mpi-pi,64,4,0.00170101
mpi-pi++,64,4,0.00135582
cpp11-pi,64,8,0.003547
openMP-pi,64,8,0.014658
mpi-pi,64,8,0.00150583
mpi-pi++,64,8,0.00300569
cpp11-pi,64,16,0.003671
openMP-pi,64,16,0.011326
mpi-pi,64,16,0.00240229
mpi-pi++,64,16,0.00337078
cpp11-pi,64,32,0.005041
openMP-pi,64,32,0.016434
mpi-pi,64,32,0.00500159
mpi-pi++,64,32,0.00590948
cpp11-pi,64,64,0.006484
openMP-pi,64,64,0.011619
mpi-pi,64,64,0.00815652
mpi-pi++,64,64,0.00768903
cpp11-pi,64,128,0.012656
openMP-pi,64,128,0.020734
mpi-pi,64,128,0.01090444
mpi-pi++,64,128,0.00941646
cpp11-pi,64,256,0.020685
openMP-pi,64,256,0.02446
mpi-pi,64,256,0.01860238
mpi-pi++,64,256,0.0186582
cpp11-pi,64,512,0.031889
openMP-pi,64,512,0.047037
mpi-pi,64,512,0.03281028
mpi-pi++,64,512,0.0328128
cpp11-pi,64,1024,0.062411
openMP-pi,64,1024,0.066754
mpi-pi,64,1024,0.07955834
mpi-pi++,64,1024,0.077694
cpp11-pi,64,2048,0.106108
openMP-pi,64,2048,0.130332
mpi-pi,64,2048,0.09649769
mpi-pi++,64,2048,0.137485
cpp11-pi,64,4096,0.207391
openMP-pi,64,4096,0.20601
mpi-pi,64,4096,0.22931473
mpi-pi++,64,4096,0.194416
cpp11-pi,64,8192,0.343636
openMP-pi,64,8192,0.347493
mpi-pi,64,8192,0.34691159
mpi-pi++,64,8192,0.424867
cpp11-pi,64,16384,0.683783
openMP-pi,64,16384,0.747117
mpi-pi,64,16384,0.73369987
mpi-pi++,64,16384,0.792386
cpp11-pi,64,1,0.003779
openMP-pi,64,1,0.009272
mpi-pi,64,1,0.00103922
mpi-pi++,64,1,0.0013279
cpp11-pi,64,2,0.003448
openMP-pi,64,2,0.012401
mpi-pi,64,2,0.00162503
mpi-pi++,64,2,0.000990165
cpp11-pi,64,4,0.002948
openMP-pi,64,4,0.006405
mpi-pi,64,4,0.00166462
mpi-pi++,64,4,0.00226285
cpp11-pi,64,8,0.003652
openMP-pi,64,8,0.006459
mpi-pi,64,8,0.00213173
mpi-pi++,64,8,0.00172629
cpp11-pi,64,16,0.00427
openMP-pi,64,16,0.012588
mpi-pi,64,16,0.00196822
mpi-pi++,64,16,0.00302612
cpp11-pi,64,32,0.00557
openMP-pi,64,32,0.013292
mpi-pi,64,32,0.00480186
mpi-pi++,64,32,0.00417861
cpp11-pi,64,64,0.006918
openMP-pi,64,64,0.014419
mpi-pi,64,64,0.00704574
mpi-pi++,64,64,0.00848182
cpp11-pi,64,128,0.01096
openMP-pi,64,128,0.012432
mpi-pi,64,128,0.01156656
mpi-pi++,64,128,0.0113138
cpp11-pi,64,256,0.021586
openMP-pi,64,256,0.028162
mpi-pi,64,256,0.01767774
mpi-pi++,64,256,0.018167
cpp11-pi,64,512,0.037644
openMP-pi,64,512,0.03213
mpi-pi,64,512,0.03656818
mpi-pi++,64,512,0.0324322
cpp11-pi,64,1024,0.06692
openMP-pi,64,1024,0.059065
mpi-pi,64,1024,0.05673792
mpi-pi++,64,1024,0.0674017
cpp11-pi,64,2048,0.128103
openMP-pi,64,2048,0.109595
mpi-pi,64,2048,0.12073218
mpi-pi++,64,2048,0.119921
cpp11-pi,64,4096,0.222645
openMP-pi,64,4096,0.193107
mpi-pi,64,4096,0.20219510
mpi-pi++,64,4096,0.200652
cpp11-pi,64,8192,0.353966
openMP-pi,64,8192,0.36902
mpi-pi,64,8192,0.40779634
mpi-pi++,64,8192,0.362111
cpp11-pi,64,16384,0.686024
openMP-pi,64,16384,0.693482
mpi-pi,64,16384,0.69454091
mpi-pi++,64,16384,0.70883
cpp11-pi,64,1,0.003983
openMP-pi,64,1,0.011365
mpi-pi,64,1,0.00124871
mpi-pi++,64,1,0.000705076
cpp11-pi,64,2,0.003615
openMP-pi,64,2,0.005803
mpi-pi,64,2,0.00105637
mpi-pi++,64,2,0.0013582
cpp11-pi,64,4,0.003298
openMP-pi,64,4,0.011927
mpi-pi,64,4,0.00101470
mpi-pi++,64,4,0.00173259
cpp11-pi,64,8,0.004147
openMP-pi,64,8,0.012183
mpi-pi,64,8,0.00193503
mpi-pi++,64,8,0.00169478
cpp11-pi,64,16,0.003405
openMP-pi,64,16,0.01036
mpi-pi,64,16,0.00280074
mpi-pi++,64,16,0.00351146
cpp11-pi,64,32,0.004323
openMP-pi,64,32,0.013006
mpi-pi,64,32,0.00348404
mpi-pi++,64,32,0.00513649
cpp11-pi,64,64,0.007079
openMP-pi,64,64,0.018157
mpi-pi,64,64,0.00572242
mpi-pi++,64,64,0.00729741
cpp11-pi,64,128,0.012391
openMP-pi,64,128,0.016213
mpi-pi,64,128,0.00989161
mpi-pi++,64,128,0.00922132
cpp11-pi,64,256,0.02292
openMP-pi,64,256,0.021697
mpi-pi,64,256,0.01902716
mpi-pi++,64,256,0.0197846
cpp11-pi,64,512,0.029565
openMP-pi,64,512,0.029525
mpi-pi,64,512,0.03168901
mpi-pi++,64,512,0.0374421
cpp11-pi,64,1024,0.056709
openMP-pi,64,1024,0.059096
mpi-pi,64,1024,0.06549675
mpi-pi++,64,1024,0.0714878
cpp11-pi,64,2048,0.121272
openMP-pi,64,2048,0.130425
mpi-pi,64,2048,0.11877435
mpi-pi++,64,2048,0.141504
cpp11-pi,64,4096,0.245294
openMP-pi,64,4096,0.209195
mpi-pi,64,4096,0.22929737
mpi-pi++,64,4096,0.188844
cpp11-pi,64,8192,0.37055
openMP-pi,64,8192,0.357359
mpi-pi,64,8192,0.37928260
mpi-pi++,64,8192,0.387793
cpp11-pi,64,16384,0.684152
openMP-pi,64,16384,0.694654
mpi-pi,64,16384,0.75831113
mpi-pi++,64,16384,0.698818
cpp11-pi,64,1,0.003347
openMP-pi,64,1,0.012617
mpi-pi,64,1,0.00108238
mpi-pi++,64,1,0.00121709
cpp11-pi,64,2,0.002858
openMP-pi,64,2,0.011531
mpi-pi,64,2,0.00112476
mpi-pi++,64,2,0.00169912
cpp11-pi,64,4,0.003484
openMP-pi,64,4,0.008603
mpi-pi,64,4,0.00150709
mpi-pi++,64,4,0.00155013
cpp11-pi,64,8,0.003608
openMP-pi,64,8,0.011401
mpi-pi,64,8,0.00233666
mpi-pi++,64,8,0.00150863
cpp11-pi,64,16,0.003624
openMP-pi,64,16,0.017835
mpi-pi,64,16,0.00340917
mpi-pi++,64,16,0.0040983
cpp11-pi,64,32,0.004575
openMP-pi,64,32,0.009814
mpi-pi,64,32,0.00550281
mpi-pi++,64,32,0.00541202
cpp11-pi,64,64,0.007276
openMP-pi,64,64,0.017983
mpi-pi,64,64,0.00561279
mpi-pi++,64,64,0.00769216
cpp11-pi,64,128,0.012308
openMP-pi,64,128,0.022709
mpi-pi,64,128,0.01352980
mpi-pi++,64,128,0.019015
cpp11-pi,64,256,0.026427
openMP-pi,64,256,0.027887
mpi-pi,64,256,0.02062326
mpi-pi++,64,256,0.0240269
cpp11-pi,64,512,0.040697
openMP-pi,64,512,0.047954
mpi-pi,64,512,0.03842596
mpi-pi++,64,512,0.0360326
cpp11-pi,64,1024,0.071399
openMP-pi,64,1024,0.079905
mpi-pi,64,1024,0.07636025
mpi-pi++,64,1024,0.0771684
cpp11-pi,64,2048,0.121227
openMP-pi,64,2048,0.127776
mpi-pi,64,2048,0.12677344
mpi-pi++,64,2048,0.122792
cpp11-pi,64,4096,0.212895
openMP-pi,64,4096,0.22015
mpi-pi,64,4096,0.21471673
mpi-pi++,64,4096,0.192345
cpp11-pi,64,8192,0.356882
openMP-pi,64,8192,0.383393
mpi-pi,64,8192,0.34322269
mpi-pi++,64,8192,0.418951
cpp11-pi,64,16384,0.71148
openMP-pi,64,16384,0.703892
mpi-pi,64,16384,0.64762381
mpi-pi++,64,16384,0.712937
cpp11-pi,64,1,0.003584
openMP-pi,64,1,0.013347
mpi-pi,64,1,0.00083215
mpi-pi++,64,1,0.000707371
cpp11-pi,64,2,0.003554
openMP-pi,64,2,0.002239
mpi-pi,64,2,0.00171595
mpi-pi++,64,2,0.00177675
cpp11-pi,64,4,0.003386
openMP-pi,64,4,0.01173
mpi-pi,64,4,0.00084194
mpi-pi++,64,4,0.00128168
cpp11-pi,64,8,0.003822
openMP-pi,64,8,0.009565
mpi-pi,64,8,0.00133608
mpi-pi++,64,8,0.00208825
cpp11-pi,64,16,0.00363
openMP-pi,64,16,0.013203
mpi-pi,64,16,0.00380296
mpi-pi++,64,16,0.00305472
cpp11-pi,64,32,0.005149
openMP-pi,64,32,0.013073
mpi-pi,64,32,0.00502177
mpi-pi++,64,32,0.00514037
cpp11-pi,64,64,0.007564
openMP-pi,64,64,0.015219
mpi-pi,64,64,0.00662882
mpi-pi++,64,64,0.00688943
cpp11-pi,64,128,0.012505
openMP-pi,64,128,0.012868
mpi-pi,64,128,0.01229632
mpi-pi++,64,128,0.0152047
cpp11-pi,64,256,0.022234
openMP-pi,64,256,0.026739
mpi-pi,64,256,0.01889971
mpi-pi++,64,256,0.017699
cpp11-pi,64,512,0.039471
openMP-pi,64,512,0.032291
mpi-pi,64,512,0.04045867
mpi-pi++,64,512,0.0391458
cpp11-pi,64,1024,0.075012
openMP-pi,64,1024,0.07605
mpi-pi,64,1024,0.07378946
mpi-pi++,64,1024,0.060316
cpp11-pi,64,2048,0.136928
openMP-pi,64,2048,0.127975
mpi-pi,64,2048,0.13238354
mpi-pi++,64,2048,0.12965
cpp11-pi,64,4096,0.24985
openMP-pi,64,4096,0.212525
mpi-pi,64,4096,0.20335910
mpi-pi++,64,4096,0.188817
cpp11-pi,64,8192,0.403001
openMP-pi,64,8192,0.382125
mpi-pi,64,8192,0.37197692
mpi-pi++,64,8192,0.357252
cpp11-pi,64,16384,0.724932
openMP-pi,64,16384,0.717879
mpi-pi,64,16384,0.77767247
mpi-pi++,64,16384,0.696355
cpp11-pi,32,1,0.002703
openMP-pi,32,1,0.008693
mpi-pi,32,1,0.00113826
mpi-pi++,32,1,0.000797352
cpp11-pi,32,2,0.002309
openMP-pi,32,2,0.004746
mpi-pi,32,2,0.00122627
mpi-pi++,32,2,0.0013884
cpp11-pi,32,4,0.001921
openMP-pi,32,4,0.004686
mpi-pi,32,4,0.00286781
mpi-pi++,32,4,0.00172617
cpp11-pi,32,8,0.00366
openMP-pi,32,8,0.004768
mpi-pi,32,8,0.00318978
mpi-pi++,32,8,0.00231318
cpp11-pi,32,16,0.004741
openMP-pi,32,16,0.007619
mpi-pi,32,16,0.00418400
mpi-pi++,32,16,0.00346959
cpp11-pi,32,32,0.006151
openMP-pi,32,32,0.010442
mpi-pi,32,32,0.00699097
mpi-pi++,32,32,0.00703841
cpp11-pi,32,64,0.009287
openMP-pi,32,64,0.011207
mpi-pi,32,64,0.01199653
mpi-pi++,32,64,0.0103213
cpp11-pi,32,128,0.016136
openMP-pi,32,128,0.017058
mpi-pi,32,128,0.01788548
mpi-pi++,32,128,0.0163892
cpp11-pi,32,256,0.029639
openMP-pi,32,256,0.033481
mpi-pi,32,256,0.03114311
mpi-pi++,32,256,0.0332275
cpp11-pi,32,512,0.055082
openMP-pi,32,512,0.068634
mpi-pi,32,512,0.07172169
mpi-pi++,32,512,0.0622505
cpp11-pi,32,1024,0.108192
openMP-pi,32,1024,0.111724
mpi-pi,32,1024,0.10858119
mpi-pi++,32,1024,0.11334
cpp11-pi,32,2048,0.21254
openMP-pi,32,2048,0.183847
mpi-pi,32,2048,0.17618657
mpi-pi++,32,2048,0.184397
cpp11-pi,32,4096,0.357031
openMP-pi,32,4096,0.366798
mpi-pi,32,4096,0.37764069
mpi-pi++,32,4096,0.363246
cpp11-pi,32,8192,0.720334
openMP-pi,32,8192,0.724174
mpi-pi,32,8192,0.79928050
mpi-pi++,32,8192,0.717135
cpp11-pi,32,16384,1.43874
openMP-pi,32,16384,1.44076
mpi-pi,32,16384,1.42035123
mpi-pi++,32,16384,1.43383
cpp11-pi,32,1,0.001888
openMP-pi,32,1,0.008668
mpi-pi,32,1,0.00119414
mpi-pi++,32,1,0.000819785
cpp11-pi,32,2,0.001663
openMP-pi,32,2,0.007175
mpi-pi,32,2,0.00076050
mpi-pi++,32,2,0.00168926
cpp11-pi,32,4,0.002742
openMP-pi,32,4,0.008137
mpi-pi,32,4,0.00168824
mpi-pi++,32,4,0.00132371
cpp11-pi,32,8,0.002721
openMP-pi,32,8,0.013684
mpi-pi,32,8,0.00212383
mpi-pi++,32,8,0.00209664
cpp11-pi,32,16,0.005152
openMP-pi,32,16,0.004374
mpi-pi,32,16,0.00229167
mpi-pi++,32,16,0.00365425
cpp11-pi,32,32,0.007111
openMP-pi,32,32,0.017097
mpi-pi,32,32,0.00528178
mpi-pi++,32,32,0.00610133
cpp11-pi,32,64,0.011031
openMP-pi,32,64,0.010571
mpi-pi,32,64,0.01154983
mpi-pi++,32,64,0.0103532
cpp11-pi,32,128,0.017903
openMP-pi,32,128,0.028605
mpi-pi,32,128,0.01895583
mpi-pi++,32,128,0.022744
cpp11-pi,32,256,0.03975
openMP-pi,32,256,0.030096
mpi-pi,32,256,0.04023844
mpi-pi++,32,256,0.0386992
cpp11-pi,32,512,0.06615
openMP-pi,32,512,0.061725
mpi-pi,32,512,0.06267246
mpi-pi++,32,512,0.0645547
cpp11-pi,32,1024,0.10729
openMP-pi,32,1024,0.122199
mpi-pi,32,1024,0.10863954
mpi-pi++,32,1024,0.11314
cpp11-pi,32,2048,0.222167
openMP-pi,32,2048,0.198206
mpi-pi,32,2048,0.18994944
mpi-pi++,32,2048,0.195052
cpp11-pi,32,4096,0.394088
openMP-pi,32,4096,0.399164
mpi-pi,32,4096,0.37346623
mpi-pi++,32,4096,0.390168
cpp11-pi,32,8192,0.779904
openMP-pi,32,8192,0.811797
mpi-pi,32,8192,0.74020723
mpi-pi++,32,8192,0.848968
cpp11-pi,32,16384,1.5545
openMP-pi,32,16384,1.57858
mpi-pi,32,16384,1.49151463
mpi-pi++,32,16384,1.55425
cpp11-pi,64,1,0.004227
openMP-pi,64,1,0.011575
mpi-pi,64,1,0.00142435
mpi-pi++,64,1,0.00132846
cpp11-pi,64,2,0.003046
openMP-pi,64,2,0.013102
mpi-pi,64,2,0.00133657
mpi-pi++,64,2,0.00161007
cpp11-pi,64,4,0.003072
openMP-pi,64,4,0.011478
mpi-pi,64,4,0.00144372
mpi-pi++,64,4,0.000959134
cpp11-pi,64,8,0.003813
openMP-pi,64,8,0.013011
mpi-pi,64,8,0.00202396
mpi-pi++,64,8,0.0022443
cpp11-pi,64,16,0.00395
openMP-pi,64,16,0.011931
mpi-pi,64,16,0.00194683
mpi-pi++,64,16,0.00310391
cpp11-pi,64,32,0.004897
openMP-pi,64,32,0.014587
mpi-pi,64,32,0.00366151
mpi-pi++,64,32,0.00467953
cpp11-pi,64,64,0.007607
openMP-pi,64,64,0.009308
mpi-pi,64,64,0.00646571
mpi-pi++,64,64,0.00607396
cpp11-pi,64,128,0.011336
openMP-pi,64,128,0.012768
mpi-pi,64,128,0.01141683
mpi-pi++,64,128,0.0116323
cpp11-pi,64,256,0.017047
openMP-pi,64,256,0.018097
mpi-pi,64,256,0.02151760
mpi-pi++,64,256,0.0206812
cpp11-pi,64,512,0.037615
openMP-pi,64,512,0.044549
mpi-pi,64,512,0.03642828
mpi-pi++,64,512,0.0334059
cpp11-pi,64,1024,0.060201
openMP-pi,64,1024,0.05797
mpi-pi,64,1024,0.07298528
mpi-pi++,64,1024,0.0529356
cpp11-pi,64,2048,0.129475
openMP-pi,64,2048,0.131724
mpi-pi,64,2048,0.14154898
mpi-pi++,64,2048,0.136945
cpp11-pi,64,4096,0.223665
openMP-pi,64,4096,0.192862
mpi-pi,64,4096,0.20327750
mpi-pi++,64,4096,0.208243
cpp11-pi,64,8192,0.410115
openMP-pi,64,8192,0.498616
mpi-pi,64,8192,0.39123844
mpi-pi++,64,8192,0.424142
cpp11-pi,64,16384,0.830543
openMP-pi,64,16384,0.691933
mpi-pi,64,16384,0.71605005
mpi-pi++,64,16384,0.822063
cpp11-pi,64,1,0.003211
openMP-pi,64,1,0.013916
mpi-pi,64,1,0.00122541
mpi-pi++,64,1,0.00125974
cpp11-pi,64,2,0.003581
openMP-pi,64,2,0.011906
mpi-pi,64,2,0.00056554
mpi-pi++,64,2,0.00145998
cpp11-pi,64,4,0.003165
openMP-pi,64,4,0.01046
mpi-pi,64,4,0.00123230
mpi-pi++,64,4,0.00119269
cpp11-pi,64,8,0.003419
openMP-pi,64,8,0.011614
mpi-pi,64,8,0.00293950
mpi-pi++,64,8,0.00158981
cpp11-pi,64,16,0.004196
openMP-pi,64,16,0.012292
mpi-pi,64,16,0.00231085
mpi-pi++,64,16,0.00285892
cpp11-pi,64,32,0.005267
openMP-pi,64,32,0.012127
mpi-pi,64,32,0.00352139
mpi-pi++,64,32,0.00441157
cpp11-pi,64,64,0.009002
openMP-pi,64,64,0.007463
mpi-pi,64,64,0.00652024
mpi-pi++,64,64,0.00659657
cpp11-pi,64,128,0.012404
openMP-pi,64,128,0.021403
mpi-pi,64,128,0.01087947
mpi-pi++,64,128,0.0117402
cpp11-pi,64,256,0.021745
openMP-pi,64,256,0.028129
mpi-pi,64,256,0.01917228
mpi-pi++,64,256,0.0188963
cpp11-pi,64,512,0.034779
openMP-pi,64,512,0.043142
mpi-pi,64,512,0.03454076
mpi-pi++,64,512,0.0299605
cpp11-pi,64,1024,0.063511
openMP-pi,64,1024,0.07547
mpi-pi,64,1024,0.06386275
mpi-pi++,64,1024,0.0712154
cpp11-pi,64,2048,0.106026
openMP-pi,64,2048,0.131627
mpi-pi,64,2048,0.12211450
mpi-pi++,64,2048,0.133016
cpp11-pi,64,4096,0.236378
openMP-pi,64,4096,0.237841
mpi-pi,64,4096,0.23077851
mpi-pi++,64,4096,0.251846
cpp11-pi,64,8192,0.425261
openMP-pi,64,8192,0.386198
mpi-pi,64,8192,0.32668584
mpi-pi++,64,8192,0.360871
cpp11-pi,64,16384,0.797433
openMP-pi,64,16384,0.750896
mpi-pi,64,16384,0.66222165
mpi-pi++,64,16384,0.761048
cpp11-pi,64,1,0.003496
openMP-pi,64,1,0.013421
mpi-pi,64,1,0.00087096
mpi-pi++,64,1,0.00126746
cpp11-pi,64,2,0.003588
openMP-pi,64,2,0.010215
mpi-pi,64,2,0.00184861
mpi-pi++,64,2,0.00151177
cpp11-pi,64,4,0.003817
openMP-pi,64,4,0.002438
mpi-pi,64,4,0.00180632
mpi-pi++,64,4,0.00137118
cpp11-pi,64,8,0.003611
openMP-pi,64,8,0.010045
mpi-pi,64,8,0.00178864
mpi-pi++,64,8,0.00148113
cpp11-pi,64,16,0.003674
openMP-pi,64,16,0.010125
mpi-pi,64,16,0.00366871
mpi-pi++,64,16,0.00272768
cpp11-pi,64,32,0.00488
openMP-pi,64,32,0.010971
mpi-pi,64,32,0.00471325
mpi-pi++,64,32,0.00556947
cpp11-pi,64,64,0.00737
openMP-pi,64,64,0.017207
mpi-pi,64,64,0.00642499
mpi-pi++,64,64,0.00787086
cpp11-pi,64,128,0.010775
openMP-pi,64,128,0.015727
mpi-pi,64,128,0.01191964
mpi-pi++,64,128,0.0120884
cpp11-pi,64,256,0.021514
openMP-pi,64,256,0.022137
mpi-pi,64,256,0.02403454
mpi-pi++,64,256,0.0197244
cpp11-pi,64,512,0.036601
openMP-pi,64,512,0.043022
mpi-pi,64,512,0.03169578
mpi-pi++,64,512,0.0359885
cpp11-pi,64,1024,0.068447
openMP-pi,64,1024,0.065895
mpi-pi,64,1024,0.06982790
mpi-pi++,64,1024,0.0763537
cpp11-pi,64,2048,0.105399
openMP-pi,64,2048,0.141679
mpi-pi,64,2048,0.12546781
mpi-pi++,64,2048,0.111793
cpp11-pi,64,4096,0.231195
openMP-pi,64,4096,0.197724
mpi-pi,64,4096,0.20330402
mpi-pi++,64,4096,0.215497
cpp11-pi,64,8192,0.416919
openMP-pi,64,8192,0.353472
mpi-pi,64,8192,0.36808576
mpi-pi++,64,8192,0.39305
cpp11-pi,64,16384,0.716152
openMP-pi,64,16384,0.849061
mpi-pi,64,16384,0.65591855
mpi-pi++,64,16384,0.703335
cpp11-pi,64,1,0.00349
openMP-pi,64,1,0.014767
mpi-pi,64,1,0.00118692
mpi-pi++,64,1,0.00247991
cpp11-pi,64,2,0.003732
openMP-pi,64,2,0.010582
mpi-pi,64,2,0.00147556
mpi-pi++,64,2,0.00164863
cpp11-pi,64,4,0.003594
openMP-pi,64,4,0.011625
mpi-pi,64,4,0.00240657
mpi-pi++,64,4,0.00102542
cpp11-pi,64,8,0.004046
openMP-pi,64,8,0.006963
mpi-pi,64,8,0.00272141
mpi-pi++,64,8,0.0018368
cpp11-pi,64,16,0.003669
openMP-pi,64,16,0.013385
mpi-pi,64,16,0.00297620
mpi-pi++,64,16,0.00354549
cpp11-pi,64,32,0.004987
openMP-pi,64,32,0.013416
mpi-pi,64,32,0.00444647
mpi-pi++,64,32,0.00387035
cpp11-pi,64,64,0.006819
openMP-pi,64,64,0.009763
mpi-pi,64,64,0.00779541
mpi-pi++,64,64,0.00598574
cpp11-pi,64,128,0.010318
openMP-pi,64,128,0.011834
mpi-pi,64,128,0.01178523
mpi-pi++,64,128,0.011328
cpp11-pi,64,256,0.016589
openMP-pi,64,256,0.024007
mpi-pi,64,256,0.01954275
mpi-pi++,64,256,0.0195866
cpp11-pi,64,512,0.02869
openMP-pi,64,512,0.032614
mpi-pi,64,512,0.03150581
mpi-pi++,64,512,0.0335275
cpp11-pi,64,1024,0.060608
openMP-pi,64,1024,0.061646
mpi-pi,64,1024,0.06575400
mpi-pi++,64,1024,0.0581487
cpp11-pi,64,2048,0.122262
openMP-pi,64,2048,0.110688
mpi-pi,64,2048,0.13283284
mpi-pi++,64,2048,0.105357
cpp11-pi,64,4096,0.212936
openMP-pi,64,4096,0.197351
mpi-pi,64,4096,0.20512634
mpi-pi++,64,4096,0.178486
cpp11-pi,64,8192,0.344159
openMP-pi,64,8192,0.349776
mpi-pi,64,8192,0.33377436
mpi-pi++,64,8192,0.34578
cpp11-pi,64,16384,0.69804
openMP-pi,64,16384,0.746391
mpi-pi,64,16384,0.63806143
mpi-pi++,64,16384,0.798947
cpp11-pi,64,1,0.004026
openMP-pi,64,1,0.013685
mpi-pi,64,1,0.00179936
mpi-pi++,64,1,0.00174822
cpp11-pi,64,2,0.0035
openMP-pi,64,2,0.013676
mpi-pi,64,2,0.00057576
mpi-pi++,64,2,0.00211275
cpp11-pi,64,4,0.003574
openMP-pi,64,4,0.011487
mpi-pi,64,4,0.00153970
mpi-pi++,64,4,0.00176891
cpp11-pi,64,8,0.00352
openMP-pi,64,8,0.008643
mpi-pi,64,8,0.00139788
mpi-pi++,64,8,0.00279415
cpp11-pi,64,16,0.004063
openMP-pi,64,16,0.010252
mpi-pi,64,16,0.00248258
mpi-pi++,64,16,0.00235939
cpp11-pi,64,32,0.005208
openMP-pi,64,32,0.013658
mpi-pi,64,32,0.00659071
mpi-pi++,64,32,0.00541317
cpp11-pi,64,64,0.007913
openMP-pi,64,64,0.013509
mpi-pi,64,64,0.00594493
mpi-pi++,64,64,0.00620772
cpp11-pi,64,128,0.013847
openMP-pi,64,128,0.022857
mpi-pi,64,128,0.01017538
mpi-pi++,64,128,0.0111104
cpp11-pi,64,256,0.023251
openMP-pi,64,256,0.023333
mpi-pi,64,256,0.01575503
mpi-pi++,64,256,0.0207843
cpp11-pi,64,512,0.033767
openMP-pi,64,512,0.046066
mpi-pi,64,512,0.03363233
mpi-pi++,64,512,0.0363107
cpp11-pi,64,1024,0.06456
openMP-pi,64,1024,0.074534
mpi-pi,64,1024,0.06509406
mpi-pi++,64,1024,0.0663982
cpp11-pi,64,2048,0.115316
openMP-pi,64,2048,0.143552
mpi-pi,64,2048,0.12407570
mpi-pi++,64,2048,0.13087
cpp11-pi,64,4096,0.251264
openMP-pi,64,4096,0.188039
mpi-pi,64,4096,0.23652331
mpi-pi++,64,4096,0.183421
cpp11-pi,64,8192,0.365772
openMP-pi,64,8192,0.401907
mpi-pi,64,8192,0.32086212
mpi-pi++,64,8192,0.355524
cpp11-pi,64,16384,0.683171
openMP-pi,64,16384,0.774676
mpi-pi,64,16384,0.75696647
