name,threads,n,duration
mpi-pi++,1,2,0.00289981
cpp11-pi,1,4,0.006073
openMP-pi,1,4,0.005478
mpi-pi,1,4,0.00563703
mpi-pi++,1,4,0.0054623
cpp11-pi,1,8,0.011169
openMP-pi,1,8,0.010902
mpi-pi,1,8,0.01104163
mpi-pi++,1,8,0.0111399
cpp11-pi,1,16,0.022558
openMP-pi,1,16,0.021992
mpi-pi,1,16,0.02212686
mpi-pi++,1,16,0.0217923
cpp11-pi,1,32,0.043534
openMP-pi,1,32,0.043652
mpi-pi,1,32,0.04379336
mpi-pi++,1,32,0.0434836
cpp11-pi,1,64,0.086899
openMP-pi,1,64,0.08678
mpi-pi,1,64,0.08758705
mpi-pi++,1,64,0.086846
cpp11-pi,1,128,0.173304
openMP-pi,1,128,0.173238
mpi-pi,1,128,0.17521146
mpi-pi++,1,128,0.173567
cpp11-pi,1,256,0.346253
openMP-pi,1,256,0.344806
mpi-pi,1,256,0.35055556
mpi-pi++,1,256,0.346122
cpp11-pi,1,512,0.691067
openMP-pi,1,512,0.692193
mpi-pi,1,512,0.70129409
mpi-pi++,1,512,0.694471
cpp11-pi,1,1024,1.38835
openMP-pi,1,1024,1.39328
mpi-pi,1,1024,1.40087096
mpi-pi++,1,1024,1.38569
cpp11-pi,1,2048,2.76538
openMP-pi,1,2048,2.76426
mpi-pi,1,2048,2.79772697
mpi-pi++,1,2048,2.77638
cpp11-pi,1,4096,5.52324
openMP-pi,1,4096,5.52602
mpi-pi,1,4096,5.59692501
mpi-pi++,1,4096,5.53553
cpp11-pi,1,8192,11.0509
openMP-pi,1,8192,11.0777
mpi-pi,1,8192,11.19484655
mpi-pi++,1,8192,11.1
cpp11-pi,1,16384,22.1259
openMP-pi,1,16384,22.1089
mpi-pi,1,16384,22.37498792
mpi-pi++,1,16384,22.1554
cpp11-pi,1,1,0.001489
openMP-pi,1,1,0.001364
mpi-pi,1,1,0.00153912
mpi-pi++,1,1,0.00152262
cpp11-pi,1,2,0.002986
openMP-pi,1,2,0.002827
mpi-pi,1,2,0.00290135
mpi-pi++,1,2,0.00278015
cpp11-pi,1,4,0.005516
openMP-pi,1,4,0.005644
mpi-pi,1,4,0.00569850
mpi-pi++,1,4,0.00562435
cpp11-pi,1,8,0.011037
openMP-pi,1,8,0.010899
mpi-pi,1,8,0.01103090
mpi-pi++,1,8,0.0110039
cpp11-pi,1,16,0.021896
openMP-pi,1,16,0.021857
mpi-pi,1,16,0.02190904
mpi-pi++,1,16,0.0217557
cpp11-pi,1,32,0.044051
openMP-pi,1,32,0.04348
mpi-pi,1,32,0.04403904
mpi-pi++,1,32,0.0435215
cpp11-pi,1,64,0.087898
openMP-pi,1,64,0.086671
mpi-pi,1,64,0.08791757
mpi-pi++,1,64,0.08687
cpp11-pi,1,128,0.173394
openMP-pi,1,128,0.172855
mpi-pi,1,128,0.17490613
mpi-pi++,1,128,0.173042
cpp11-pi,1,256,0.347325
openMP-pi,1,256,0.345743
mpi-pi,1,256,0.34966280
mpi-pi++,1,256,0.348394
cpp11-pi,1,512,0.690892
openMP-pi,1,512,0.690918
mpi-pi,1,512,0.69813644
mpi-pi++,1,512,0.693159
cpp11-pi,1,1024,1.38238
openMP-pi,1,1024,1.38293
mpi-pi,1,1024,1.40236225
mpi-pi++,1,1024,1.38966
cpp11-pi,1,2048,2.76818
openMP-pi,1,2048,2.77111
mpi-pi,1,2048,2.79813980
mpi-pi++,1,2048,2.77427
cpp11-pi,1,4096,5.52712
openMP-pi,1,4096,5.52529
mpi-pi,1,4096,5.60285017
mpi-pi++,1,4096,5.5532
cpp11-pi,1,8192,11.0658
openMP-pi,1,8192,11.052
mpi-pi,1,8192,11.17744668
mpi-pi++,1,8192,11.1049
cpp11-pi,1,16384,22.1095
openMP-pi,1,16384,22.1005
mpi-pi,1,16384,22.37643151
mpi-pi++,1,16384,22.1575
cpp11-pi,1,1,0.001481
openMP-pi,1,1,0.001674
mpi-pi,1,1,0.00153972
mpi-pi++,1,1,0.00153465
cpp11-pi,1,2,0.002795
openMP-pi,1,2,0.002699
mpi-pi,1,2,0.00294559
mpi-pi++,1,2,0.00289143
cpp11-pi,1,4,0.005568
openMP-pi,1,4,0.005489
mpi-pi,1,4,0.00547105
mpi-pi++,1,4,0.00560812
cpp11-pi,1,8,0.011002
openMP-pi,1,8,0.011013
mpi-pi,1,8,0.01106477
mpi-pi++,1,8,0.0116997
cpp11-pi,1,16,0.021981
openMP-pi,1,16,0.021948
mpi-pi,1,16,0.02198477
mpi-pi++,1,16,0.0218359
cpp11-pi,1,32,0.043603
openMP-pi,1,32,0.043503
mpi-pi,1,32,0.04409016
mpi-pi++,1,32,0.0434051
cpp11-pi,1,64,0.086823
openMP-pi,1,64,0.086813
mpi-pi,1,64,0.08801660
mpi-pi++,1,64,0.0870549
cpp11-pi,1,128,0.173289
openMP-pi,1,128,0.173232
mpi-pi,1,128,0.17491794
mpi-pi++,1,128,0.173076
cpp11-pi,1,256,0.345518
openMP-pi,1,256,0.34559
mpi-pi,1,256,0.34976020
mpi-pi++,1,256,0.347083
cpp11-pi,1,512,0.695339
openMP-pi,1,512,0.695097
mpi-pi,1,512,0.70055564
mpi-pi++,1,512,0.692903
cpp11-pi,1,1024,1.38481
openMP-pi,1,1024,1.38224
mpi-pi,1,1024,1.40277159
mpi-pi++,1,1024,1.38805
cpp11-pi,1,2048,2.76419
openMP-pi,1,2048,2.76483
mpi-pi,1,2048,2.80277595
mpi-pi++,1,2048,2.76976
cpp11-pi,1,4096,5.52338
openMP-pi,1,4096,5.52612
mpi-pi,1,4096,5.58843205
mpi-pi++,1,4096,5.54958
cpp11-pi,1,8192,11.058
openMP-pi,1,8192,11.0559
mpi-pi,1,8192,11.19371365
mpi-pi++,1,8192,11.0822
cpp11-pi,1,16384,22.1089
openMP-pi,1,16384,22.1012
mpi-pi,1,16384,22.41089278
mpi-pi++,1,16384,22.1732
cpp11-pi,1,1,0.001423
openMP-pi,1,1,0.001354
mpi-pi,1,1,0.00154503
mpi-pi++,1,1,0.00152665
cpp11-pi,1,2,0.002778
openMP-pi,1,2,0.002746
mpi-pi,1,2,0.00293044
mpi-pi++,1,2,0.00285535
cpp11-pi,1,4,0.005544
openMP-pi,1,4,0.005613
mpi-pi,1,4,0.00552046
mpi-pi++,1,4,0.00560375
cpp11-pi,1,8,0.010965
openMP-pi,1,8,0.011471
mpi-pi,1,8,0.01116200
mpi-pi++,1,8,0.0108607
cpp11-pi,1,16,0.021842
openMP-pi,1,16,0.021855
mpi-pi,1,16,0.02202462
mpi-pi++,1,16,0.0217833
cpp11-pi,1,32,0.043627
openMP-pi,1,32,0.043608
mpi-pi,1,32,0.04403509
mpi-pi++,1,32,0.0434533
cpp11-pi,1,64,0.086885
openMP-pi,1,64,0.086876
mpi-pi,1,64,0.08788342
mpi-pi++,1,64,0.0867893
cpp11-pi,1,128,0.173664
openMP-pi,1,128,0.173105
mpi-pi,1,128,0.17547629
mpi-pi++,1,128,0.17325
cpp11-pi,1,256,0.346505
openMP-pi,1,256,0.34558
mpi-pi,1,256,0.35013580
mpi-pi++,1,256,0.347489
cpp11-pi,1,512,0.69122
openMP-pi,1,512,0.69128
mpi-pi,1,512,0.69948692
mpi-pi++,1,512,0.692201
cpp11-pi,1,1024,1.38489
openMP-pi,1,1024,1.38266
mpi-pi,1,1024,1.40036760
mpi-pi++,1,1024,1.39009
cpp11-pi,1,2048,2.76525
openMP-pi,1,2048,2.76457
mpi-pi,1,2048,2.79510078
mpi-pi++,1,2048,2.77414
cpp11-pi,1,4096,5.53029
openMP-pi,1,4096,5.52554
mpi-pi,1,4096,5.58585402
mpi-pi++,1,4096,5.54358
cpp11-pi,1,8192,11.0537
openMP-pi,1,8192,11.0577
mpi-pi,1,8192,11.19041049
mpi-pi++,1,8192,11.0924
cpp11-pi,1,16384,22.1169
openMP-pi,1,16384,22.1197
mpi-pi,1,16384,22.37059401
mpi-pi++,1,16384,22.1991
cpp11-pi,1,1,0.001749
openMP-pi,1,1,0.002571
mpi-pi,1,1,0.00154502
mpi-pi++,1,1,0.00152031
cpp11-pi,1,2,0.002805
openMP-pi,1,2,0.002787
mpi-pi,1,2,0.00279857
mpi-pi++,1,2,0.00337679
cpp11-pi,1,4,0.00559
openMP-pi,1,4,0.005497
mpi-pi,1,4,0.00564270
mpi-pi++,1,4,0.00546441
cpp11-pi,1,8,0.01146
openMP-pi,1,8,0.011083
mpi-pi,1,8,0.01114328
mpi-pi++,1,8,0.011022
cpp11-pi,1,16,0.021915
openMP-pi,1,16,0.022012
mpi-pi,1,16,0.02223749
mpi-pi++,1,16,0.021783
cpp11-pi,1,32,0.043674
openMP-pi,1,32,0.043539
mpi-pi,1,32,0.04419676
mpi-pi++,1,32,0.043465
cpp11-pi,1,64,0.08668
openMP-pi,1,64,0.086946
mpi-pi,1,64,0.08791886
mpi-pi++,1,64,0.0870073
cpp11-pi,1,128,0.172663
openMP-pi,1,128,0.173275
mpi-pi,1,128,0.17535432
mpi-pi++,1,128,0.173244
cpp11-pi,1,256,0.34562
openMP-pi,1,256,0.346156
mpi-pi,1,256,0.35188520
mpi-pi++,1,256,0.346265
cpp11-pi,1,512,0.691235
openMP-pi,1,512,0.693056
mpi-pi,1,512,0.69962932
mpi-pi++,1,512,0.69332
cpp11-pi,1,1024,1.3812
openMP-pi,1,1024,1.38438
mpi-pi,1,1024,1.40280036
mpi-pi++,1,1024,1.38758
cpp11-pi,1,2048,2.76225
openMP-pi,1,2048,2.76886
mpi-pi,1,2048,2.80302351
mpi-pi++,1,2048,2.77269
cpp11-pi,1,4096,5.52999
openMP-pi,1,4096,5.54005
mpi-pi,1,4096,5.60456122
mpi-pi++,1,4096,5.55567
cpp11-pi,1,8192,11.0649
openMP-pi,1,8192,11.0786
mpi-pi,1,8192,11.20821273
mpi-pi++,1,8192,11.1014
cpp11-pi,1,16384,22.1198
openMP-pi,1,16384,22.1522
mpi-pi,1,16384,22.39388171
mpi-pi++,1,16384,22.1627
cpp11-pi,1,1,0.001562
openMP-pi,1,1,0.002414
mpi-pi,1,1,0.00143565
mpi-pi++,1,1,0.00153939
cpp11-pi,1,2,0.002869
openMP-pi,1,2,0.002776
mpi-pi,1,2,0.00293409
mpi-pi++,1,2,0.00356807
cpp11-pi,1,4,0.005621
openMP-pi,1,4,0.005456
mpi-pi,1,4,0.00557127
mpi-pi++,1,4,0.00556511
cpp11-pi,1,8,0.011082
openMP-pi,1,8,0.011025
mpi-pi,1,8,0.01093764
mpi-pi++,1,8,0.0108439
cpp11-pi,1,16,0.022034
openMP-pi,1,16,0.021988
mpi-pi,1,16,0.02216305
mpi-pi++,1,16,0.0217598
cpp11-pi,1,32,0.043674
openMP-pi,1,32,0.04378
mpi-pi,1,32,0.04453057
mpi-pi++,1,32,0.0435683
cpp11-pi,1,64,0.086714
openMP-pi,1,64,0.086874
mpi-pi,1,64,0.08774840
mpi-pi++,1,64,0.0868983
cpp11-pi,1,128,0.173035
openMP-pi,1,128,0.174809
mpi-pi,1,128,0.17479459
mpi-pi++,1,128,0.174131
cpp11-pi,1,256,0.346417
openMP-pi,1,256,0.34622
mpi-pi,1,256,0.35078336
mpi-pi++,1,256,0.347036
cpp11-pi,1,512,0.691521
openMP-pi,1,512,0.691913
mpi-pi,1,512,0.69974354
mpi-pi++,1,512,0.692331
cpp11-pi,1,1024,1.3823
openMP-pi,1,1024,1.3835
mpi-pi,1,1024,1.40060625
mpi-pi++,1,1024,1.38927
cpp11-pi,1,2048,2.76524
openMP-pi,1,2048,2.76905
mpi-pi,1,2048,2.79946696
mpi-pi++,1,2048,2.77416
cpp11-pi,1,4096,5.52984
openMP-pi,1,4096,5.53853
mpi-pi,1,4096,5.60749764
mpi-pi++,1,4096,5.54334
cpp11-pi,1,8192,11.061
openMP-pi,1,8192,11.0799
mpi-pi,1,8192,11.20119640
mpi-pi++,1,8192,11.0793
cpp11-pi,1,16384,22.123
openMP-pi,1,16384,22.1524
mpi-pi,1,16384,22.38996934
mpi-pi++,1,16384,22.1658
cpp11-pi,1,1,0.001567
openMP-pi,1,1,0.001599
mpi-pi,1,1,0.00154710
mpi-pi++,1,1,0.00152097
cpp11-pi,1,2,0.002803
openMP-pi,1,2,0.002941
mpi-pi,1,2,0.00306620
mpi-pi++,1,2,0.00292912
cpp11-pi,1,4,0.005917
openMP-pi,1,4,0.005778
mpi-pi,1,4,0.00571876
mpi-pi++,1,4,0.00547845
cpp11-pi,1,8,0.011026
openMP-pi,1,8,0.011148
mpi-pi,1,8,0.01123527
mpi-pi++,1,8,0.0108078
cpp11-pi,1,16,0.021914
openMP-pi,1,16,0.022121
mpi-pi,1,16,0.02225030
mpi-pi++,1,16,0.0218484
cpp11-pi,1,32,0.044396
openMP-pi,1,32,0.044298
mpi-pi,1,32,0.04443894
mpi-pi++,1,32,0.0439514
cpp11-pi,1,64,0.087849
openMP-pi,1,64,0.088332
mpi-pi,1,64,0.08851499
mpi-pi++,1,64,0.0867008
cpp11-pi,1,128,0.173727
openMP-pi,1,128,0.174453
mpi-pi,1,128,0.17654835
mpi-pi++,1,128,0.173071
cpp11-pi,1,256,0.346447
openMP-pi,1,256,0.352201
mpi-pi,1,256,0.35358354
mpi-pi++,1,256,0.346758
cpp11-pi,1,512,0.692208
openMP-pi,1,512,0.696745
mpi-pi,1,512,0.70562584
mpi-pi++,1,512,0.69269
cpp11-pi,1,1024,1.3873
openMP-pi,1,1024,1.40292
mpi-pi,1,1024,1.40788697
mpi-pi++,1,1024,1.38564
cpp11-pi,1,2048,2.76757
openMP-pi,1,2048,2.77522
mpi-pi,1,2048,2.80959541
mpi-pi++,1,2048,2.77007
cpp11-pi,1,4096,5.53325
openMP-pi,1,4096,5.59062
mpi-pi,1,4096,5.62888692
mpi-pi++,1,4096,5.54241
cpp11-pi,1,8192,11.0659
openMP-pi,1,8192,11.1466
mpi-pi,1,8192,11.25855507
mpi-pi++,1,8192,11.0816
cpp11-pi,1,16384,22.1381
openMP-pi,1,16384,22.3082
mpi-pi,1,16384,22.47868947
mpi-pi++,1,16384,22.1597
cpp11-pi,2,1,0.001524
openMP-pi,2,1,0.001418
mpi-pi,2,1,0.00127334
mpi-pi++,2,1,0.00143998
cpp11-pi,2,2,0.002835
openMP-pi,2,2,0.00268
mpi-pi,2,2,0.00275671
mpi-pi++,2,2,0.00273154
cpp11-pi,2,4,0.005525
openMP-pi,2,4,0.005574
mpi-pi,2,4,0.00500851
mpi-pi++,2,4,0.00538393
cpp11-pi,2,8,0.010951
openMP-pi,2,8,0.010848
mpi-pi,2,8,0.01066959
mpi-pi++,2,8,0.0108503
cpp11-pi,2,16,0.021554
openMP-pi,2,16,0.021493
mpi-pi,2,16,0.01987494
mpi-pi++,2,16,0.0213278
cpp11-pi,2,32,0.042824
openMP-pi,2,32,0.042977
mpi-pi,2,32,0.03976960
mpi-pi++,2,32,0.0427533
cpp11-pi,2,64,0.085071
openMP-pi,2,64,0.085494
mpi-pi,2,64,0.07935318
mpi-pi++,2,64,0.0849103
cpp11-pi,2,128,0.169892
openMP-pi,2,128,0.171043
mpi-pi,2,128,0.15822869
mpi-pi++,2,128,0.169885
cpp11-pi,2,256,0.339085
openMP-pi,2,256,0.341425
mpi-pi,2,256,0.31549665
mpi-pi++,2,256,0.33936
cpp11-pi,2,512,0.678576
openMP-pi,2,512,0.682968
mpi-pi,2,512,0.63059011
mpi-pi++,2,512,0.678281
cpp11-pi,2,1024,1.357
openMP-pi,2,1024,1.36625
mpi-pi,2,1024,1.26130429
mpi-pi++,2,1024,1.35783
cpp11-pi,2,2048,2.71312
openMP-pi,2,2048,2.73015
mpi-pi,2,2048,2.52157565
mpi-pi++,2,2048,2.71563
cpp11-pi,2,4096,5.4254
openMP-pi,2,4096,5.45974
mpi-pi,2,4096,5.03876299
mpi-pi++,2,4096,5.42666
cpp11-pi,2,8192,10.8435
openMP-pi,2,8192,10.9179
mpi-pi,2,8192,10.08127507
mpi-pi++,2,8192,10.8476
cpp11-pi,2,16384,21.6897
openMP-pi,2,16384,21.8286
mpi-pi,2,16384,20.15536724
mpi-pi++,2,16384,21.7264
cpp11-pi,2,1,0.001575
openMP-pi,2,1,0.00138
mpi-pi,2,1,0.00126225
mpi-pi++,2,1,0.00140381
cpp11-pi,2,2,0.002844
openMP-pi,2,2,0.002801
mpi-pi,2,2,0.00259908
mpi-pi++,2,2,0.00274689
cpp11-pi,2,4,0.005539
openMP-pi,2,4,0.005544
mpi-pi,2,4,0.00519763
mpi-pi++,2,4,0.00535679
cpp11-pi,2,8,0.010816
openMP-pi,2,8,0.010722
mpi-pi,2,8,0.01002403
mpi-pi++,2,8,0.0107032
cpp11-pi,2,16,0.021619
openMP-pi,2,16,0.021567
mpi-pi,2,16,0.01982391
mpi-pi++,2,16,0.021342
cpp11-pi,2,32,0.042737
openMP-pi,2,32,0.042994
mpi-pi,2,32,0.03955612
mpi-pi++,2,32,0.0425258
cpp11-pi,2,64,0.085149
openMP-pi,2,64,0.085641
mpi-pi,2,64,0.07917948
mpi-pi++,2,64,0.0848605
cpp11-pi,2,128,0.170502
openMP-pi,2,128,0.171086
mpi-pi,2,128,0.15778269
mpi-pi++,2,128,0.172096
cpp11-pi,2,256,0.339747
openMP-pi,2,256,0.341763
mpi-pi,2,256,0.31650251
mpi-pi++,2,256,0.339282
cpp11-pi,2,512,0.679455
openMP-pi,2,512,0.684054
mpi-pi,2,512,0.63182485
mpi-pi++,2,512,0.677948
cpp11-pi,2,1024,1.3568
openMP-pi,2,1024,1.36674
mpi-pi,2,1024,1.26315503
mpi-pi++,2,1024,1.3566
cpp11-pi,2,2048,2.71397
openMP-pi,2,2048,2.73324
mpi-pi,2,2048,2.52498267
mpi-pi++,2,2048,2.71427
cpp11-pi,2,4096,5.42688
openMP-pi,2,4096,5.46235
mpi-pi,2,4096,5.04520722
mpi-pi++,2,4096,5.41889
cpp11-pi,2,8192,10.8399
openMP-pi,2,8192,10.9243
mpi-pi,2,8192,10.09172153
mpi-pi++,2,8192,10.8387
cpp11-pi,2,16384,21.6765
openMP-pi,2,16384,21.8467
mpi-pi,2,16384,20.18458421
mpi-pi++,2,16384,21.6738
cpp11-pi,2,1,0.001556
openMP-pi,2,1,0.001484
mpi-pi,2,1,0.00142284
mpi-pi++,2,1,0.0016603
cpp11-pi,2,2,0.002854
openMP-pi,2,2,0.002737
mpi-pi,2,2,0.00266972
mpi-pi++,2,2,0.00268637
cpp11-pi,2,4,0.005514
openMP-pi,2,4,0.005602
mpi-pi,2,4,0.00518125
mpi-pi++,2,4,0.00540383
cpp11-pi,2,8,0.010883
openMP-pi,2,8,0.010781
mpi-pi,2,8,0.00993544
mpi-pi++,2,8,0.0106709
cpp11-pi,2,16,0.021599
openMP-pi,2,16,0.021542
mpi-pi,2,16,0.01985682
mpi-pi++,2,16,0.0214979
cpp11-pi,2,32,0.042807
openMP-pi,2,32,0.043024
mpi-pi,2,32,0.03935512
mpi-pi++,2,32,0.0427718
cpp11-pi,2,64,0.085101
openMP-pi,2,64,0.085519
mpi-pi,2,64,0.07935451
mpi-pi++,2,64,0.0849751
cpp11-pi,2,128,0.17002
openMP-pi,2,128,0.171
mpi-pi,2,128,0.15806359
mpi-pi++,2,128,0.169521
cpp11-pi,2,256,0.339728
openMP-pi,2,256,0.342306
mpi-pi,2,256,0.31618707
mpi-pi++,2,256,0.339125
cpp11-pi,2,512,0.678939
openMP-pi,2,512,0.683404
mpi-pi,2,512,0.63245250
mpi-pi++,2,512,0.678993
cpp11-pi,2,1024,1.35686
openMP-pi,2,1024,1.3667
mpi-pi,2,1024,1.26480190
mpi-pi++,2,1024,1.35661
cpp11-pi,2,2048,2.71307
openMP-pi,2,2048,2.73202
mpi-pi,2,2048,2.52474191
mpi-pi++,2,2048,2.71192
cpp11-pi,2,4096,5.42082
openMP-pi,2,4096,5.45893
mpi-pi,2,4096,5.04101301
mpi-pi++,2,4096,5.4194
cpp11-pi,2,8192,10.8341
openMP-pi,2,8192,10.9182
mpi-pi,2,8192,10.09693629
mpi-pi++,2,8192,10.8433
cpp11-pi,2,16384,21.7027
openMP-pi,2,16384,21.8382
mpi-pi,2,16384,20.16069985
mpi-pi++,2,16384,21.6739
cpp11-pi,2,1,0.001539
openMP-pi,2,1,0.001375
mpi-pi,2,1,0.00146361
mpi-pi++,2,1,0.00136933
cpp11-pi,2,2,0.002862
openMP-pi,2,2,0.002725
mpi-pi,2,2,0.00255726
mpi-pi++,2,2,0.0027009
cpp11-pi,2,4,0.005532
openMP-pi,2,4,0.005574
mpi-pi,2,4,0.00504056
mpi-pi++,2,4,0.00562227
cpp11-pi,2,8,0.010878
openMP-pi,2,8,0.010832
mpi-pi,2,8,0.00991073
mpi-pi++,2,8,0.0107294
cpp11-pi,2,16,0.021553
openMP-pi,2,16,0.021527
mpi-pi,2,16,0.01980565
mpi-pi++,2,16,0.0213631
cpp11-pi,2,32,0.042769
openMP-pi,2,32,0.042982
mpi-pi,2,32,0.03962172
mpi-pi++,2,32,0.0425322
cpp11-pi,2,64,0.085153
openMP-pi,2,64,0.085548
mpi-pi,2,64,0.07912975
mpi-pi++,2,64,0.085456
cpp11-pi,2,128,0.169893
openMP-pi,2,128,0.171093
mpi-pi,2,128,0.15797264
mpi-pi++,2,128,0.169634
cpp11-pi,2,256,0.339837
openMP-pi,2,256,0.341705
mpi-pi,2,256,0.31635642
mpi-pi++,2,256,0.340088
cpp11-pi,2,512,0.67869
openMP-pi,2,512,0.683635
mpi-pi,2,512,0.63207718
mpi-pi++,2,512,0.677784
cpp11-pi,2,1024,1.35783
openMP-pi,2,1024,1.36746
mpi-pi,2,1024,1.26420688
mpi-pi++,2,1024,1.3581
cpp11-pi,2,2048,2.71545
openMP-pi,2,2048,2.73366
mpi-pi,2,2048,2.52378137
mpi-pi++,2,2048,2.7114
cpp11-pi,2,4096,5.41965
openMP-pi,2,4096,5.45834
mpi-pi,2,4096,5.04577708
mpi-pi++,2,4096,5.41945
cpp11-pi,2,8192,10.8378
openMP-pi,2,8192,10.9207
mpi-pi,2,8192,10.07372027
mpi-pi++,2,8192,10.84
cpp11-pi,2,16384,21.6757
openMP-pi,2,16384,21.8371
mpi-pi,2,16384,20.17441135
mpi-pi++,2,16384,21.6779
cpp11-pi,2,1,0.001526
openMP-pi,2,1,0.002399
mpi-pi,2,1,0.00158845
mpi-pi++,2,1,0.00141258
cpp11-pi,2,2,0.003071
openMP-pi,2,2,0.003386
mpi-pi,2,2,0.00277897
mpi-pi++,2,2,0.00281008
cpp11-pi,2,4,0.005813
openMP-pi,2,4,0.0054
mpi-pi,2,4,0.00556221
mpi-pi++,2,4,0.00561778
cpp11-pi,2,8,0.010996
openMP-pi,2,8,0.010919
mpi-pi,2,8,0.00990834
mpi-pi++,2,8,0.0108975
cpp11-pi,2,16,0.021526
openMP-pi,2,16,0.021619
mpi-pi,2,16,0.02027598
mpi-pi++,2,16,0.0215312
cpp11-pi,2,32,0.042679
openMP-pi,2,32,0.042967
mpi-pi,2,32,0.04094187
mpi-pi++,2,32,0.0424976
cpp11-pi,2,64,0.084953
openMP-pi,2,64,0.085916
mpi-pi,2,64,0.07949803
mpi-pi++,2,64,0.084938
cpp11-pi,2,128,0.170207
openMP-pi,2,128,0.171322
mpi-pi,2,128,0.15819121
mpi-pi++,2,128,0.169669
cpp11-pi,2,256,0.339434
openMP-pi,2,256,0.343144
mpi-pi,2,256,0.33057976
mpi-pi++,2,256,0.338597
cpp11-pi,2,512,0.68237
openMP-pi,2,512,0.687958
mpi-pi,2,512,0.65520185
mpi-pi++,2,512,0.698082
cpp11-pi,2,1024,1.35878
openMP-pi,2,1024,1.38337
mpi-pi,2,1024,1.29526359
mpi-pi++,2,1024,1.37716
cpp11-pi,2,2048,2.71952
openMP-pi,2,2048,2.73651
mpi-pi,2,2048,2.59477126
mpi-pi++,2,2048,2.74055
cpp11-pi,2,4096,5.45528
openMP-pi,2,4096,5.47185
mpi-pi,2,4096,5.13664560
mpi-pi++,2,4096,5.41854
cpp11-pi,2,8192,10.8331
openMP-pi,2,8192,10.9454
mpi-pi,2,8192,10.27334526
mpi-pi++,2,8192,10.8393
cpp11-pi,2,16384,21.6783
openMP-pi,2,16384,21.8811
mpi-pi,2,16384,20.54397308
mpi-pi++,2,16384,21.6784
cpp11-pi,2,1,0.001616
openMP-pi,2,1,0.001401
mpi-pi,2,1,0.00156694
mpi-pi++,2,1,0.00153675
cpp11-pi,2,2,0.002878
openMP-pi,2,2,0.00275
mpi-pi,2,2,0.00276574
mpi-pi++,2,2,0.00278181
cpp11-pi,2,4,0.005569
openMP-pi,2,4,0.005525
mpi-pi,2,4,0.00557599
mpi-pi++,2,4,0.0056159
cpp11-pi,2,8,0.01098
openMP-pi,2,8,0.010903
mpi-pi,2,8,0.01002082
mpi-pi++,2,8,0.0108108
cpp11-pi,2,16,0.021544
openMP-pi,2,16,0.021702
mpi-pi,2,16,0.02031522
mpi-pi++,2,16,0.021435
cpp11-pi,2,32,0.042739
openMP-pi,2,32,0.043043
mpi-pi,2,32,0.04108902
mpi-pi++,2,32,0.0423835
cpp11-pi,2,64,0.084916
openMP-pi,2,64,0.086034
mpi-pi,2,64,0.07941120
mpi-pi++,2,64,0.0848523
cpp11-pi,2,128,0.169899
openMP-pi,2,128,0.171175
mpi-pi,2,128,0.15801829
mpi-pi++,2,128,0.1697
cpp11-pi,2,256,0.338933
openMP-pi,2,256,0.343066
mpi-pi,2,256,0.33081382
mpi-pi++,2,256,0.338746
cpp11-pi,2,512,0.68205
openMP-pi,2,512,0.688041
mpi-pi,2,512,0.65598755
mpi-pi++,2,512,0.698167
cpp11-pi,2,1024,1.35869
openMP-pi,2,1024,1.38341
mpi-pi,2,1024,1.29494982
mpi-pi++,2,1024,1.37715
cpp11-pi,2,2048,2.71989
openMP-pi,2,2048,2.73589
mpi-pi,2,2048,2.59253932
mpi-pi++,2,2048,2.7414
cpp11-pi,2,4096,5.45161
openMP-pi,2,4096,5.46985
mpi-pi,2,4096,5.14214656
mpi-pi++,2,4096,5.41998
cpp11-pi,2,8192,10.8379
openMP-pi,2,8192,10.939
mpi-pi,2,8192,10.28917710
mpi-pi++,2,8192,10.8456
cpp11-pi,2,16384,21.6685
openMP-pi,2,16384,21.8787
mpi-pi,2,16384,20.58236284
mpi-pi++,2,16384,21.6638
cpp11-pi,2,1,0.00152
openMP-pi,2,1,0.001412
mpi-pi,2,1,0.00159160
mpi-pi++,2,1,0.00146064
cpp11-pi,2,2,0.002877
openMP-pi,2,2,0.002784
mpi-pi,2,2,0.00278455
mpi-pi++,2,2,0.00278068
cpp11-pi,2,4,0.005575
openMP-pi,2,4,0.005589
mpi-pi,2,4,0.00520924
mpi-pi++,2,4,0.00542819
cpp11-pi,2,8,0.011005
openMP-pi,2,8,0.010871
mpi-pi,2,8,0.00997432
mpi-pi++,2,8,0.0107584
cpp11-pi,2,16,0.021478
openMP-pi,2,16,0.02153
mpi-pi,2,16,0.01982708
mpi-pi++,2,16,0.0213877
cpp11-pi,2,32,0.042674
openMP-pi,2,32,0.042955
mpi-pi,2,32,0.03953898
mpi-pi++,2,32,0.0426604
cpp11-pi,2,64,0.085214
openMP-pi,2,64,0.085532
mpi-pi,2,64,0.07900948
mpi-pi++,2,64,0.0850297
cpp11-pi,2,128,0.169938
openMP-pi,2,128,0.170801
mpi-pi,2,128,0.15751736
mpi-pi++,2,128,0.169665
cpp11-pi,2,256,0.339391
openMP-pi,2,256,0.341797
mpi-pi,2,256,0.31559740
mpi-pi++,2,256,0.339421
cpp11-pi,2,512,0.678704
openMP-pi,2,512,0.683171
mpi-pi,2,512,0.63055237
mpi-pi++,2,512,0.678531
cpp11-pi,2,1024,1.35764
