name,threads,n,run,duration
openMP-pi,4,8192,7,2.08111
mpi-pi,4,8192,7,2.06667777
mpi-pi++,4,8192,7,2.0726
cpp11-pi,4,8192,8,2.02542
openMP-pi,4,8192,8,2.04701
mpi-pi,4,8192,8,2.03389108
mpi-pi++,4,8192,8,2.00982
cpp11-pi,4,8192,9,2.04124
openMP-pi,4,8192,9,2.12255
mpi-pi,4,8192,9,2.01693796
mpi-pi++,4,8192,9,1.99044
cpp11-pi,4,8192,10,2.14565
openMP-pi,4,8192,10,2.04377
mpi-pi,4,8192,10,2.03505772
mpi-pi++,4,8192,10,2.00896
cpp11-pi,8,8192,1,1.08414
openMP-pi,8,8192,1,1.10675
mpi-pi,8,8192,1,1.15001686
mpi-pi++,8,8192,1,1.11091
cpp11-pi,8,8192,2,1.11661
openMP-pi,8,8192,2,1.11092
mpi-pi,8,8192,2,1.13052290
mpi-pi++,8,8192,2,1.1391
cpp11-pi,8,8192,3,1.10038
openMP-pi,8,8192,3,1.11898
mpi-pi,8,8192,3,1.12956510
mpi-pi++,8,8192,3,1.0939
cpp11-pi,8,8192,4,1.12314
openMP-pi,8,8192,4,1.11357
mpi-pi,8,8192,4,1.11721795
mpi-pi++,8,8192,4,1.1056
cpp11-pi,8,8192,5,1.12189
openMP-pi,8,8192,5,1.1154
mpi-pi,8,8192,5,1.13628317
mpi-pi++,8,8192,5,1.14723
cpp11-pi,8,8192,6,1.12451
openMP-pi,8,8192,6,1.12332
mpi-pi,8,8192,6,1.12872440
mpi-pi++,8,8192,6,1.11975
cpp11-pi,8,8192,7,1.13511
openMP-pi,8,8192,7,1.11651
mpi-pi,8,8192,7,1.14496887
mpi-pi++,8,8192,7,1.11028
cpp11-pi,8,8192,8,1.1256
openMP-pi,8,8192,8,1.11989
mpi-pi,8,8192,8,1.13228990
mpi-pi++,8,8192,8,1.11386
cpp11-pi,8,8192,9,1.12435
openMP-pi,8,8192,9,1.1234
mpi-pi,8,8192,9,1.14445195
mpi-pi++,8,8192,9,1.11098
cpp11-pi,8,8192,10,1.13207
openMP-pi,8,8192,10,1.12301
mpi-pi,8,8192,10,1.10405343
mpi-pi++,8,8192,10,1.13588
